rank_test_f1,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,mean_train_accuracy,std_train_accuracy,mean_train_f1,std_train_f1,mean_train_recall,std_train_recall,mean_train_precision,std_train_precision,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,mean_test_f1,std_test_f1,mean_test_recall,std_test_recall,rank_test_recall,mean_test_precision,std_test_precision,rank_test_precision
43,0.05638871192932129,0.007421250732119839,0.01174025535583496,0.003239946643416585,"{'LR__C': 0.0016026363201941494, 'LR__class_weight': 'balanced'}",0.8560027434292727,0.00277099257083431,0.5715906175274157,0.005735177975167216,0.8417553191489361,0.004033444385133797,0.43272324912419186,0.005645322019646084,0.8554251330751411,0.0069656849139107,95,0.5684899719481531,0.01861214058901357,0.8351063829787233,0.043343720824390135,43,0.4312830811520129,0.014262044267618205,95
44,0.06326580047607422,0.006428284951248577,0.015625143051147462,0.002771401063113205,"{'LR__C': 0.001592876646638332, 'LR__class_weight': 'balanced'}",0.8560330970475443,0.0028092721302154173,0.5716432834652204,0.005808233697637244,0.8417553191489361,0.004033444385133797,0.4327840111692279,0.005725771984087703,0.855303700166823,0.007156611777499966,96,0.5676693452307326,0.018847501380889493,0.8329787234042552,0.04342198219565649,44,0.43091554431517876,0.014610819654351266,96
45,0.053054428100585936,0.02059514956175385,0.010085964202880859,0.0026527120268735644,"{'LR__C': 0.001374868751807975, 'LR__class_weight': 'balanced'}",0.8552137473526346,0.0028951725642074604,0.5691680311619184,0.005930377874617332,0.8380319148936171,0.004402379084374144,0.43093280613083884,0.005866851605459445,0.8542110987320282,0.006475345373571294,97,0.5645223217009423,0.016982823665134258,0.8287234042553191,0.043785352398418464,45,0.4284717753744537,0.013002776547218186,97
46,0.053247928619384766,0.003922415269200954,0.016690158843994142,0.005286608074505342,"{'LR__C': 0.001353587600619515, 'LR__class_weight': 'balanced'}",0.8551530493253203,0.002713445072834135,0.568985256355721,0.0052936139991633345,0.8377659574468085,0.0030323814497317555,0.4307936492511075,0.005443522287850441,0.8539683066004091,0.006523445250142467,98,0.5637915552902147,0.01691555611051712,0.827659574468085,0.04432482267233969,46,0.4279334525280583,0.012956550492415167,98
47,0.04255104064941406,0.005828891384331014,0.013161754608154297,0.007173178781252074,"{'LR__C': 0.0010596316984260235, 'LR__class_weight': 'balanced'}",0.853696407180528,0.003456778879421506,0.5652151586784424,0.007362514279552423,0.8332446808510638,0.005616678745197582,0.427668195176357,0.0070305686847752565,0.8528760735907005,0.0063345218333591665,99,0.561291061457211,0.017541616476524753,0.825531914893617,0.04480731848649508,47,0.425586954255502,0.012696281431998729,99
48,0.05316262245178223,0.007926620578695373,0.009871578216552735,0.002235015950515202,"{'LR__C': 0.0010457516590768711, 'LR__class_weight': 'balanced'}",0.8536053693487856,0.0035278269784809156,0.5650646613749493,0.007473382930222638,0.8332446808510638,0.005616678745197582,0.42749699099428656,0.007162968641951257,0.852633207774064,0.006472388705917806,100,0.560896166991937,0.017348509956358713,0.825531914893617,0.04480731848649508,47,0.42515207994328763,0.012784615491154257,100
49,0.2469007968902588,0.014664027510534562,0.016705131530761717,0.0017240376450210397,"{'LR__C': 1.396642937646296, 'LR__class_weight': None}",0.9161204788154353,0.0018517030689967143,0.5543950624544735,0.012674833438466952,0.4574468085106383,0.013690997527908238,0.7036510712605267,0.009505406065018615,0.9129656893085988,0.00732269185626509,9,0.5368114437537996,0.05235793800200922,0.44468085106382976,0.05584853084428378,49,0.6796297662028528,0.03932887992822521,34
50,0.1745461940765381,0.018353231916471778,0.014434814453125,0.004114220635855419,"{'LR__C': 0.886632833854213, 'LR__class_weight': None}",0.9162418702654491,0.0018875442984086523,0.5541794071107855,0.012790968520403966,0.4563829787234043,0.01367548950232174,0.7054809158881132,0.009923654218315812,0.9129656156235816,0.007313372245065135,11,0.5362843391031751,0.05184903794290192,0.44361702127659575,0.05492906656776845,50,0.6803139365396399,0.039960850457993365,32
51,0.21916961669921875,0.024353435801133184,0.01499643325805664,0.005191902055730447,"{'LR__C': 0.8859803807341476, 'LR__class_weight': None}",0.9162418702654491,0.0018875442984086523,0.5541794071107855,0.012790968520403966,0.4563829787234043,0.01367548950232174,0.7054809158881132,0.009923654218315812,0.9128441827152635,0.007243011405866036,20,0.5359260836514618,0.05158581132746933,0.44361702127659575,0.05492906656776845,50,0.6792658618073547,0.039577145533709834,35
52,0.24934945106506348,0.048772713195995486,0.011626768112182616,0.003439687629452876,"{'LR__C': 1.5330324331566354, 'LR__class_weight': None}",0.9160294363790786,0.001891604376814481,0.5541291245429657,0.01277914566877062,0.4574468085106383,0.013690997527908238,0.7027903277889982,0.009913173708752443,0.9124801787303778,0.007731138039889565,30,0.5349922804379961,0.05289168000111553,0.44361702127659575,0.05492906656776845,50,0.6758500257142023,0.04337481254357889,36
53,0.1733084201812744,0.031028360749370987,0.017613792419433595,0.0043700766753005165,"{'LR__C': 0.6647594990788732, 'LR__class_weight': None}",0.9163329127018057,0.0017784603566745622,0.5544594759923244,0.011947219566264518,0.4563829787234043,0.012793631351920964,0.706382110772437,0.00966500613397495,0.9128441090302462,0.006985052164445197,21,0.5336946190207802,0.049418755945771733,0.43936170212765957,0.051964573369446015,65,0.6818119873547505,0.03879140526071421,30
54,0.22939786911010743,0.020778913474882046,0.014358425140380859,0.002618563715048856,"{'LR__C': 1.5900539586192806, 'LR__class_weight': None}",0.9159990919700359,0.0019108557034322807,0.5538934274583391,0.012941372572454186,0.4571808510638298,0.01388083867095733,0.7026649014683708,0.009980240534902067,0.9122373865987585,0.007865362258760628,33,0.5336133664300956,0.0541942373256001,0.44255319148936173,0.0564331370632972,54,0.6741158395024041,0.04426992689020944,37
54,0.21890363693237305,0.010504880483404403,0.013732814788818359,0.005549662339855615,"{'LR__C': 1.7846278356692333, 'LR__class_weight': None}",0.9159080449290646,0.0017963236102031077,0.5537617756376133,0.012683439982866774,0.4574468085106383,0.013997550390362537,0.7016277695577932,0.008607858442380854,0.9122373865987585,0.007865362258760628,33,0.5336133664300956,0.0541942373256001,0.44255319148936173,0.0564331370632972,54,0.6741158395024041,0.04426992689020944,37
56,0.29059619903564454,0.00985903695337928,0.01230635643005371,0.0031527967125862294,"{'LR__C': 2.481645736376263, 'LR__class_weight': None}",0.9159687521656078,0.0017854191281968074,0.5545238889369619,0.012357232947779186,0.4585106382978723,0.0134670094693321,0.7015502068395462,0.008817815716350763,0.9118731615588211,0.007722258695295299,36,0.5332395076648699,0.05300385778925506,0.44361702127659575,0.05544176264168247,50,0.6704534064630174,0.04364821393373829,39
57,0.12122254371643067,0.01478014071612694,0.014707994461059571,0.007469412515437408,"{'LR__C': 0.3488065926971942, 'LR__class_weight': None}",0.9162115626933218,0.0022761159200472073,0.5515997938170134,0.015193799805331682,0.4518617021276595,0.016054668375304868,0.7080884954448423,0.012736744654497385,0.9132084077552006,0.007256935105575786,1,0.5329696017487435,0.050360503302886085,0.43617021276595747,0.0517900487005876,71,0.6869924541571166,0.0405596640011376,20
58,0.1326523780822754,0.018690699696739956,0.019661569595336915,0.006586814859716271,"{'LR__C': 0.2811334534936086, 'LR__class_weight': None}",0.9164239781612347,0.002080076015320822,0.5523728212964064,0.014424777541399904,0.45212765957446804,0.015530639702825987,0.7099682697040254,0.010865753265964048,0.9130869748468825,0.007055760939141643,6,0.5327003260295277,0.04885502923997745,0.43617021276595747,0.050237101928159986,71,0.685935013321662,0.039337899513353106,25
58,0.10798115730285644,0.014498248192331963,0.012014150619506836,0.0017460318621160369,"{'LR__C': 0.27765922762866224, 'LR__class_weight': None}",0.9164239781612347,0.002080076015320822,0.5523728212964064,0.014424777541399904,0.45212765957446804,0.015530639702825987,0.7099682697040254,0.010865753265964048,0.9130869748468825,0.007055760939141643,6,0.5327003260295277,0.04885502923997745,0.43617021276595747,0.050237101928159986,71,0.685935013321662,0.039337899513353106,25
